priority,status,category,ichome_title,ichome_original_title,jan,price,url,matched_product_name,matched_by,reason
A,new_candidate,ゲーム,Xbox Elite コントローラー シリーズ 2 ブラック FST-00009,Xbox Elite コントローラー シリーズ 2 ブラック FST-00009,4549576126906,16800,https://www.1-chome.com/wineDetail/1828/1828,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox Elite コントローラー シリーズ 2 ブルー RFZ-00019,Xbox Elite コントローラー シリーズ 2 ブルー RFZ-00019,4549576206844,14100,https://www.1-chome.com/wineDetail/4993/4993,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox Elite コントローラー シリーズ 2 レッド RFZ-00015,Xbox Elite コントローラー シリーズ 2 レッド RFZ-00015,4549576206837,14100,https://www.1-chome.com/wineDetail/4992/4992,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,PULSE Elite ワイヤレスヘッドセット CFI-ZWH2J,PULSE Elite ワイヤレスヘッドセット  CFI-ZWH2J,4948872416207,14000,https://www.1-chome.com/wineDetail/5523/5523,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス ヘッドセット TLL-00022,Xbox ワイヤレス ヘッドセット TLL-00022,4549576210636,11000,https://www.1-chome.com/wineDetail/6310/6310,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox Elite コントローラー シリーズ 2 ホワイト 4IK-00003,Xbox Elite コントローラー シリーズ 2 ホワイト 4IK-00003,4549576186054,10500,https://www.1-chome.com/wineDetail/4342/4342,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー - Forza Horizon 5 リミテッド エディション,Xbox ワイヤレス コントローラー - Forza Horizon 5 リミテッド エディション,4549576177342,10500,https://www.1-chome.com/wineDetail/1879/1879,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,PS5 ワイヤレスコントローラー “DEATH STRANDING 2: ON THE BEACH”リミテッドエディション,PS5 ワイヤレスコントローラー “DEATH STRANDING 2: ON THE BEACH”リミテッドエディション,4948872850292,10000,https://www.1-chome.com/wineDetail/7115/7115,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,PS5 ワイヤレスコントローラー“007 First Light“ リミテッドエディション CFI-ZCT2JZF,PS5 ワイヤレスコントローラー“007 First Light“ リミテッドエディション CFI-ZCT2JZF,4948872417433,10000,https://www.1-chome.com/wineDetail/9274/9274,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,PULSE Elite ワイヤレスヘッドセット ミッドナイト ブラック CFI-ZWH2J01,PULSE Elite ワイヤレスヘッドセット ミッドナイト ブラック CFI-ZWH2J01,4948872416610,10000,https://www.1-chome.com/wineDetail/6367/6367,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Nintendo Switch 2 Proコントローラー バイオハザード レクイエム エディション BEEAFSSKD,Nintendo Switch 2 Proコントローラー バイオハザード レクイエム エディション BEEAFSSKD,4902370553802,9600,https://www.1-chome.com/wineDetail/8374/8374,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,PULSE 3D(TM) ワイヤレスヘッドセット CFI-ZWH1J,PULSE 3D(TM) ワイヤレスヘッドセット  CFI-ZWH1J,4948872415125,9500,https://www.1-chome.com/wineDetail/1315/1315,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,PULSE 3D(TM) ワイヤレスヘッドセット CFI-ZWH1J01,PULSE 3D(TM) ワイヤレスヘッドセット CFI-ZWH1J01,4948872415248,9500,https://www.1-chome.com/wineDetail/2091/2091,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,PULSE 3D(TM) ワイヤレスヘッドセット CFI-ZWH1J06,PULSE 3D(TM) ワイヤレスヘッドセット  CFI-ZWH1J06,4948872415804,9500,https://www.1-chome.com/wineDetail/4438/4438,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー – Starfield 限定エディション,Xbox ワイヤレス コントローラー – Starfield 限定エディション,4549576194172,9500,https://www.1-chome.com/wineDetail/5141/5141,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Nintendo Switch 2 Proコントローラー,Nintendo Switch 2 Proコントローラー,4902370552843,9000,https://www.1-chome.com/wineDetail/7051/7051,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー – 20 周年 スペシャル エディション,Xbox ワイヤレス コントローラー – 20 周年 スペシャル エディション,4549576177328,9000,https://www.1-chome.com/wineDetail/2024/2024,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,PS4 コントローラー ゴールド CUH-ZCT2J14,PS4 コントローラー ゴールド CUH-ZCT2J14,4948872414357,7000,https://www.1-chome.com/wineDetail/1156/1156,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,PS4 コントローラー レッド・カモフラージュ CUH-ZCT2J30,PS4 コントローラー  レッド・カモフラージュ CUH-ZCT2J30,4948872414906,7000,https://www.1-chome.com/wineDetail/3333/3333,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS2】ゼルダの伝説 ティアーズ オブ ザ キングダム Nintendo Switch 2 Edition,【NS2】ゼルダの伝説　ティアーズ オブ ザ キングダム Nintendo Switch 2 Edition,4902370553321,6800,https://www.1-chome.com/wineDetail/7071/7071,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,PS4 コントローラー ジェット・ブラック CUH-ZCT2J,PS4 コントローラー ジェット・ブラック CUH-ZCT2J,4948872414203,6700,https://www.1-chome.com/wineDetail/1155/1155,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,PS4 コントローラー ホワイト CUH-ZCT2J13,PS4 コントローラー ホワイト CUH-ZCT2J13,4948872414340,6700,https://www.1-chome.com/wineDetail/1154/1154,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,PS4 コントローラー マグマ・レッド CUH-ZCT2J11,PS4 コントローラー  マグマ・レッド CUH-ZCT2J11,4948872414296,6700,https://www.1-chome.com/wineDetail/3332/3332,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,PS4 コントローラー ミッドナイト・ブルー CUH-ZCT2J22,PS4 コントローラー  ミッドナイト・ブルー CUH-ZCT2J22,4948872414562,6700,https://www.1-chome.com/wineDetail/1163/1163,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS2】ぽこ あ ポケモン,【NS2】ぽこ あ ポケモン,4521329460420,6700,https://www.1-chome.com/wineDetail/8344/8344,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS2】ゼルダ無双 封印戦記/Switch 2,【NS2】ゼルダ無双 封印戦記/Switch 2,4988615211102,6700,https://www.1-chome.com/wineDetail/7822/7822,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS2】ドンキーコング バナンザ,【NS2】ドンキーコング バナンザ,4902370553413,6700,https://www.1-chome.com/wineDetail/7069/7069,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS2】スーパー マリオパーティ ジャンボリー Nintendo Switch 2 Edition ＋ ジャンボリーTV,【NS2】スーパー マリオパーティ ジャンボリー Nintendo Switch 2 Edition ＋ ジャンボリーTV,4902370553352,6600,https://www.1-chome.com/wineDetail/7068/7068,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS2】スーパーマリオブラザーズ ワンダー Nintendo Switch 2 Edition + みんなでリンリンパーク,【NS2】スーパーマリオブラザーズ ワンダー Nintendo Switch 2 Edition + みんなでリンリンパーク,4902370554113,6600,https://www.1-chome.com/wineDetail/8421/8421,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS2】ゼルダの伝説 ブレス オブ ザ ワイルド Nintendo Switch 2 Edition,【NS2】ゼルダの伝説　ブレス オブ ザ ワイルド Nintendo Switch 2 Edition,4902370553291,6600,https://www.1-chome.com/wineDetail/7072/7072,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS2】ゼノブレイドクロス ディフィニティブエディション Nintendo Switch 2 Edition,【NS2】ゼノブレイドクロス ディフィニティブエディション Nintendo Switch 2 Edition,4902370554243,6500,https://www.1-chome.com/wineDetail/8422/8422,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【PS5】仁王3,【PS5】仁王3,4988615211331,6500,https://www.1-chome.com/wineDetail/8230/8230,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox コントローラー アークティック カモ QAU-00140,Xbox コントローラー アークティック カモ QAU-00140,4549576230382,6400,https://www.1-chome.com/wineDetail/5785/5785,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox コントローラー グリーン QAU-00092,Xbox コントローラー グリーン QAU-00092,4549576187129,6400,https://www.1-chome.com/wineDetail/4836/4836,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox コントローラー ゴースト サイファー QAU-00159,Xbox コントローラー ゴースト サイファー QAU-00159,4549576241708,6400,https://www.1-chome.com/wineDetail/6272/6272,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox コントローラー スカイ サイファー QAU-00152,Xbox コントローラー スカイ サイファー QAU-00152,4549576241692,6400,https://www.1-chome.com/wineDetail/6012/6012,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox コントローラー ストームクラウド ベイパー QAU-00131,Xbox コントローラー ストームクラウド ベイパー QAU-00131,4549576210667,6400,https://www.1-chome.com/wineDetail/5333/5333,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox コントローラー ドリーム ベイパー QAU-00127,Xbox コントローラー ドリーム ベイパー QAU-00127,4549576210650,6400,https://www.1-chome.com/wineDetail/5609/5609,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox コントローラー ノクターナル ベイパー,Xbox コントローラー ノクターナル ベイパー,4549576189871,6400,https://www.1-chome.com/wineDetail/5859/5859,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox コントローラー パルス サイファー QAU-00166,Xbox コントローラー パルス サイファー QAU-00166,4549576241715,6400,https://www.1-chome.com/wineDetail/6406/6406,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox コントローラー パープル QAU-00070,Xbox コントローラー パープル QAU-00070,4549576186061,6400,https://www.1-chome.com/wineDetail/5288/5288,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox コントローラー ピンク QAU-00084,Xbox コントローラー ピンク QAU-00084,4549576183381,6400,https://www.1-chome.com/wineDetail/4763/4763,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox コントローラー ファイヤー ベイパー,Xbox コントローラー ファイヤー ベイパー,4549576241586,6400,https://www.1-chome.com/wineDetail/5860/5860,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox コントローラー ブルー QAU-00005/EP2-29941,Xbox コントローラー ブルー QAU-00005/EP2-29941,4549576167862,6400,https://www.1-chome.com/wineDetail/1334/1334,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox コントローラー ボルト QAU-00025,Xbox コントローラー ボルト QAU-00025,4549576174273,6400,https://www.1-chome.com/wineDetail/1645/1645,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox コントローラー レッド QAU-00015,Xbox コントローラー レッド QAU-00015,4549576173672,6400,https://www.1-chome.com/wineDetail/1362/1362,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー Arctic Camo スペシャル エディション,Xbox ワイヤレス コントローラー Arctic Camo スペシャル エディション,4549576157443,6400,https://www.1-chome.com/wineDetail/1647/1647,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー – DOOM: The Dark Ages 限定エディション,Xbox ワイヤレス コントローラー – DOOM: The Dark Ages 限定エディション,4549576256559,6400,https://www.1-chome.com/wineDetail/7001/7001,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー 「サンキスド バイブス オーピーアイ」特別エディション,Xbox ワイヤレス コントローラー 「サンキスド バイブス オーピーアイ」特別エディション,4549576208824,6400,https://www.1-chome.com/wineDetail/5138/5138,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー 「デイストライク カモ」スペシャルエディション,Xbox ワイヤレス コントローラー 「デイストライク カモ」スペシャルエディション,4549576174266,6400,https://www.1-chome.com/wineDetail/1646/1646,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー アイスブレイカー スペシャルエディション EP2-29573,Xbox ワイヤレス コントローラー アイスブレイカー スペシャルエディション EP2-29573,4549576261904,6400,https://www.1-chome.com/wineDetail/8394/8394,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー アクア シフト,Xbox ワイヤレス コントローラー アクア シフト,4549576174280,6400,https://www.1-chome.com/wineDetail/1878/1878,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー ゴールド シャドウ QAU-00123,Xbox ワイヤレス コントローラー ゴールド シャドウ QAU-00123,4549576210643,6400,https://www.1-chome.com/wineDetail/5440/5440,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー ステラ シフト,Xbox ワイヤレス コントローラー  ステラ シフト,4549576183398,6400,https://www.1-chome.com/wineDetail/4765/4765,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー ストームブレイカー,Xbox ワイヤレス コントローラー ストームブレイカー,4549576261881,6400,https://www.1-chome.com/wineDetail/8392/8392,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー ハートブレイカー,Xbox ワイヤレス コントローラー ハートブレイカー,4549576261898,6400,https://www.1-chome.com/wineDetail/8393/8393,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー リミックス」特別エディション,Xbox ワイヤレス コントローラー リミックス」特別エディション,4549576207322,6400,https://www.1-chome.com/wineDetail/4995/4995,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラー ルナ シフト,Xbox ワイヤレス コントローラー ルナ シフト,4549576184463,6400,https://www.1-chome.com/wineDetail/4469/4469,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス コントローラーミネラルカモ,Xbox ワイヤレス コントローラーミネラルカモ,4549576186078,6400,https://www.1-chome.com/wineDetail/4435/4435,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Nintendo Switch 2 Samsung Micro SD Express 256GB SDカード,Nintendo Switch 2 Samsung Micro SD Express 256GB SDカード,8806095700670,6300,https://www.1-chome.com/wineDetail/7092/7092,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Nintendo Switch 2 Sandisk Micro SD Express 256GB SDカード,Nintendo Switch 2 Sandisk Micro SD Express 256GB SDカード,4523052030185,6300,https://www.1-chome.com/wineDetail/7091/7091,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS2】マリオテニス フィーバー,【NS2】マリオテニス フィーバー,4902370553932,6200,https://www.1-chome.com/wineDetail/8464/8464,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS2】星のカービィ ディスカバリー Nintendo Switch 2 Edition ＋ スターリーワールド,【NS2】星のカービィ ディスカバリー Nintendo Switch 2 Edition ＋ スターリーワールド,4902370553383,6200,https://www.1-chome.com/wineDetail/7424/7424,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS1】スーパーマリオギャラクシー + スーパーマリオギャラクシー 2,【NS1】スーパーマリオギャラクシー + スーパーマリオギャラクシー 2,4902370553611,6100,https://www.1-chome.com/wineDetail/7608/7608,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS1】ゼルダの伝説 ブレス オブ ザ ワイルド ＋ エキスパンション・パス,【NS1】ゼルダの伝説 ブレス オブ ザ ワイルド ＋ エキスパンション・パス,4902370548839,6100,https://www.1-chome.com/wineDetail/2033/2033,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS2】桃太郎電鉄2 ～あなたの町も きっとある～ Nintendo Switch 2 Edition 東日本編＋西日本編/Switch 2,【NS2】桃太郎電鉄2 ～あなたの町も きっとある～ Nintendo Switch 2 Edition 東日本編＋西日本編/Switch 2,4988602179231,6000,https://www.1-chome.com/wineDetail/7820/7820,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS1】ゼルダの伝説 ブレス オブ ザ ワイルド,【NS1】ゼルダの伝説 ブレス オブ ザ ワイルド,4902370536058,5900,https://www.1-chome.com/wineDetail/1331/1331,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS2】ヨッシーとフカシギの図鑑,【NS2】ヨッシーとフカシギの図鑑,4902370554151,5900,https://www.1-chome.com/wineDetail/9150/9150,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS1】ドラゴンクエストVII Reimagined -Switch,【NS1】ドラゴンクエストVII Reimagined -Switch,4988601012072,5800,https://www.1-chome.com/wineDetail/8231/8231,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS2】カービィのエアライダー,【NS2】カービィのエアライダー,4902370553642,5800,https://www.1-chome.com/wineDetail/7823/7823,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【PS5】SILENT HILL f,【PS5】SILENT HILL f,4988602178968,5800,https://www.1-chome.com/wineDetail/7557/7557,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【PS5】黒神話：悟空,【PS5】黒神話：悟空,4580695760930,5800,https://www.1-chome.com/wineDetail/6418/6418,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【NS1】大乱闘スマッシュブラザーズ SPECIAL,【NS1】大乱闘スマッシュブラザーズ SPECIAL,4902370540734,5600,https://www.1-chome.com/wineDetail/1034/1034,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,Xbox ワイヤレス ヘッドセット TLL-00003,Xbox ワイヤレス ヘッドセット TLL-00003,4549576159607,5500,https://www.1-chome.com/wineDetail/1383/1383,,,JANあり、初回追加候補カテゴリ
A,new_candidate,ゲーム,【PS5】プラグマタ,【PS5】プラグマタ,4976219137799,5500,https://www.1-chome.com/wineDetail/8533/8533,,,JANあり、初回追加候補カテゴリ
